Sl no,Student id,Name,Branch,Group,Slot 1,Slot 2,Slot 3,Venue
922,1RV26IEM012,Pooja Kumar,IEM,B,9:15 AM - 10:30 AM,,,civil
923,1RV26IEM013,Diya Kapoor,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
924,1RV26IEM014,Sahana Mehta,IEM,B,9:15 AM - 10:30 AM,,,civil
925,1RV26IEM015,Aman Sharma,IEM,B,9:15 AM - 10:30 AM,,,chemical
926,1RV26IEM016,Aditi Patil,IEM,B,9:15 AM - 10:30 AM,,,chemical
927,1RV26IEM017,Dhruv Chauhan,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
928,1RV26IEM018,Harini Chauhan,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
929,1RV26IEM019,Shruti Bhat,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
930,1RV26IEM020,Meera Kale,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
931,1RV26IEM021,Yash Nair,IEM,B,9:15 AM - 10:30 AM,,,chemical
932,1RV26IEM022,Arjun Kale,IEM,B,9:15 AM - 10:30 AM,,,mca
933,1RV26IEM023,Arjun Sharma,IEM,B,9:15 AM - 10:30 AM,,,mca
934,1RV26IEM024,Pranav Patil,IEM,B,9:15 AM - 10:30 AM,,,bt
935,1RV26IEM025,Arjun Das,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
936,1RV26IEM026,Priya Mishra,IEM,B,9:15 AM - 10:30 AM,,,chemical
937,1RV26IEM027,Anirudh Verma,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
938,1RV26IEM028,Ishita Bhat,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
939,1RV26IEM029,Ishita Sharma,IEM,B,9:15 AM - 10:30 AM,,,mca
940,1RV26IEM030,Ishita Nair,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
941,1RV26IEM031,Ritika Rao,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
942,1RV26IEM032,Pranav Joshi,IEM,B,9:15 AM - 10:30 AM,,,bt
943,1RV26IEM033,Riya Shetty,IEM,B,9:15 AM - 10:30 AM,,,mca
944,1RV26IEM034,Aman Das,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
945,1RV26IEM035,Shruti Shetty,IEM,B,9:15 AM - 10:30 AM,,,bt
946,1RV26IEM036,Dev Das,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
947,1RV26IEM037,Ishan Pawar,IEM,B,9:15 AM - 10:30 AM,,,classroom 3
948,1RV26IEM038,Anirudh Singh,IEM,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
949,1RV26IEM039,Vaishnavi Rao,IEM,B,9:15 AM - 10:30 AM,,,classroom 3
950,1RV26ME001,Ritika Rao,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
951,1RV26ME002,Ishan Nair,ME,B,9:15 AM - 10:30 AM,,,civil
952,1RV26ME003,Kavya Hegde,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
953,1RV26ME004,Pragya Bhat,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
954,1RV26ME005,Kunal Mishra,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
955,1RV26ME006,Neha Sharma,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
956,1RV26ME007,Neha Pawar,ME,B,9:15 AM - 10:30 AM,,,civil
957,1RV26ME008,Harini Desai,ME,B,9:15 AM - 10:30 AM,,,civil
958,1RV26ME009,Rahul Pandey,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
959,1RV26ME010,Karthik Naik,ME,B,9:15 AM - 10:30 AM,,,civil
960,1RV26ME011,Aman Nair,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
961,1RV26ME012,Aryan Hegde,ME,B,9:15 AM - 10:30 AM,,,civil
962,1RV26ME013,Rishi Gupta,ME,B,9:15 AM - 10:30 AM,,,civil
963,1RV26ME014,Harini Singh,ME,B,9:15 AM - 10:30 AM,,,civil
964,1RV26ME015,Harini Menon,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
965,1RV26ME016,Nisha Reddy,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
966,1RV26ME017,Ananya Kumar,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
967,1RV26ME018,Charvi Chauhan,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
968,1RV26ME019,Neha Kumar,ME,B,9:15 AM - 10:30 AM,,,civil
969,1RV26ME020,Aarav Kumar,ME,B,9:15 AM - 10:30 AM,,,civil
970,1RV26ME021,Ritvik Das,ME,B,9:15 AM - 10:30 AM,,,chemical
971,1RV26ME022,Aditya Chauhan,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
972,1RV26ME023,Charvi Gowda,ME,B,9:15 AM - 10:30 AM,,,chemical
973,1RV26ME024,Priya Bhat,ME,B,9:15 AM - 10:30 AM,,,chemical
974,1RV26ME025,Meera Nair,ME,B,9:15 AM - 10:30 AM,,,chemical
975,1RV26ME026,Dhruv Desai,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ece
976,1RV26ME027,Krishna Nair,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
977,1RV26ME028,Siddharth Jain,ME,B,9:15 AM - 10:30 AM,,,chemical
978,1RV26ME029,Ritvik Jain,ME,B,9:15 AM - 10:30 AM,,,chemical
979,1RV26ME030,Dhruv Soni,ME,B,9:15 AM - 10:30 AM,,,mca
980,1RV26ME031,Kunal Naik,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
981,1RV26ME032,Anirudh Kapoor,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ete
982,1RV26ME033,Rishi Kale,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
983,1RV26ME034,Ananya Jain,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
984,1RV26ME035,Vaishnavi Rao,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
985,1RV26ME036,Anika Kapoor,ME,B,9:15 AM - 10:30 AM,,,mca
986,1RV26ME037,Ishita Naik,ME,B,9:15 AM - 10:30 AM,,,mca
987,1RV26ME038,Dhruv Pandey,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
988,1RV26ME039,Harsh Naik,ME,B,9:15 AM - 10:30 AM,,,mca
989,1RV26ME040,Rishi Mishra,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,ise
990,1RV26ME041,Varun Pandey,ME,B,9:15 AM - 10:30 AM,,,bt
991,1RV26ME042,Tanvi Shetty,ME,B,9:15 AM - 10:30 AM,,,bt
992,1RV26ME043,Bhavana Kulkarni,ME,B,9:15 AM - 10:30 AM,,,bt
993,1RV26ME044,Aditya Kapoor,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
994,1RV26ME045,Rachana Chauhan,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
995,1RV26ME046,Vaishnavi Yadav,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
996,1RV26ME047,Rahul Singh,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 1
997,1RV26ME048,Pooja Das,ME,B,9:15 AM - 10:30 AM,,,bt
998,1RV26ME049,Neha Desai,ME,B,9:15 AM - 10:30 AM,,,classroom 3
999,1RV26ME050,Harsh Nair,ME,B,9:15 AM - 10:30 AM,,,bt
1000,1RV26ME051,Nandini Sharma,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
1001,1RV26ME052,Sanjana Sharma,ME,B,9:15 AM - 10:30 AM,,,classroom 3
1002,1RV26ME053,Ritvik Das,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
1003,1RV26ME054,Vishal Hegde,ME,B,9:15 AM - 10:30 AM,,,classroom 3
1004,1RV26ME055,Dhruv Kale,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
1005,1RV26ME056,Ritvik Rao,ME,B,9:15 AM - 10:30 AM,,,classroom 3
1006,1RV26ME057,Rachana Kumar,ME,A,9:15 AM - 10:30 AM,10:30 AM - 11:00 AM,11:00 AM - 11:45 AM,classroom 2
